split,timestamp,primary_satellite,secondary_satellite,source_used,valid_count_24h,coverage_fraction_24h,max_peak_flux,status
train,2010-05-14 05:00:00,14,,goes14_primary,1440,1.0,2.32185843885e-08,xrsb_1min_no_flare
train,2010-05-14 06:00:00,14,,goes14_primary,1440,1.0,2.32185843885e-08,xrsb_1min_no_flare
train,2010-05-14 07:00:00,14,,goes14_primary,1440,1.0,2.32185843885e-08,xrsb_1min_no_flare
train,2010-05-14 08:00:00,14,,goes14_primary,1440,1.0,2.32185843885e-08,xrsb_1min_no_flare
train,2010-05-14 09:00:00,14,,goes14_primary,1440,1.0,2.32185843885e-08,xrsb_1min_no_flare
train,2010-05-14 10:00:00,14,,goes14_primary,1440,1.0,2.32185843885e-08,xrsb_1min_no_flare
train,2010-05-14 11:00:00,14,,goes14_primary,1440,1.0,2.32185843885e-08,xrsb_1min_no_flare
train,2010-05-14 12:00:00,14,,goes14_primary,1440,1.0,2.32185843885e-08,xrsb_1min_no_flare
train,2010-05-14 13:00:00,14,,goes14_primary,1440,1.0,2.12444124514e-08,xrsb_1min_no_flare
train,2010-05-14 14:00:00,14,,goes14_primary,1440,1.0,2.12444124514e-08,xrsb_1min_no_flare
train,2010-05-14 15:00:00,14,,goes14_primary,1440,1.0,2.12444124514e-08,xrsb_1min_no_flare
train,2010-05-14 16:00:00,14,,goes14_primary,1440,1.0,2.12444124514e-08,xrsb_1min_no_flare
train,2010-05-14 17:00:00,14,,goes14_primary,1440,1.0,2.12444124514e-08,xrsb_1min_no_flare
train,2010-05-14 18:00:00,14,,goes14_primary,1440,1.0,2.12444124514e-08,xrsb_1min_no_flare
train,2010-05-14 19:00:00,14,,goes14_primary,1440,1.0,2.12444124514e-08,xrsb_1min_no_flare
train,2010-05-14 20:00:00,14,,goes14_primary,1440,1.0,2.12444124514e-08,xrsb_1min_no_flare
train,2010-05-14 21:00:00,14,,goes14_primary,1440,1.0,1.74723773227e-08,xrsb_1min_no_flare
train,2010-05-14 22:00:00,14,,goes14_primary,1440,1.0,1.74723773227e-08,xrsb_1min_no_flare
train,2010-05-14 23:00:00,14,,goes14_primary,1440,1.0,1.74723773227e-08,xrsb_1min_no_flare
train,2010-05-15 00:00:00,14,,goes14_primary,1440,1.0,1.74723773227e-08,xrsb_1min_no_flare
train,2010-05-15 01:00:00,14,,goes14_primary,1440,1.0,1.74723773227e-08,xrsb_1min_no_flare
train,2010-05-15 02:00:00,14,,goes14_primary,1440,1.0,1.74723773227e-08,xrsb_1min_no_flare
train,2010-05-15 03:00:00,14,,goes14_primary,1440,1.0,1.74723773227e-08,xrsb_1min_no_flare
train,2010-05-15 04:00:00,14,,goes14_primary,1440,1.0,1.74723773227e-08,xrsb_1min_no_flare
train,2010-05-15 05:00:00,14,,goes14_primary,1440,1.0,1.74723773227e-08,xrsb_1min_no_flare
train,2010-05-15 06:00:00,14,,goes14_primary,1440,1.0,1.74723773227e-08,xrsb_1min_no_flare
train,2010-05-15 07:00:00,14,,goes14_primary,1440,1.0,1.74723773227e-08,xrsb_1min_no_flare
train,2010-05-15 08:00:00,14,,goes14_primary,1440,1.0,1.6935871372e-08,xrsb_1min_no_flare
train,2010-05-15 09:00:00,14,,goes14_primary,1440,1.0,1.6935871372e-08,xrsb_1min_no_flare
train,2010-05-15 10:00:00,14,,goes14_primary,1440,1.0,1.6935871372e-08,xrsb_1min_no_flare
train,2010-05-15 11:00:00,14,,goes14_primary,1440,1.0,1.73175607188e-08,xrsb_1min_no_flare
train,2010-05-15 12:00:00,14,,goes14_primary,1440,1.0,1.73175607188e-08,xrsb_1min_no_flare
train,2010-05-15 13:00:00,14,,goes14_primary,1440,1.0,1.73175607188e-08,xrsb_1min_no_flare
train,2010-05-15 14:00:00,14,,goes14_primary,1440,1.0,1.73175607188e-08,xrsb_1min_no_flare
train,2010-05-15 15:00:00,14,,goes14_primary,1440,1.0,1.73175607188e-08,xrsb_1min_no_flare
train,2010-05-15 16:00:00,14,,goes14_primary,1440,1.0,1.73175607188e-08,xrsb_1min_no_flare
train,2010-05-15 17:00:00,14,,goes14_primary,1440,1.0,1.73175607188e-08,xrsb_1min_no_flare
train,2010-05-15 18:00:00,14,,goes14_primary,1440,1.0,1.73175607188e-08,xrsb_1min_no_flare
train,2010-05-15 19:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-15 20:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-15 21:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-15 22:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-15 23:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 00:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 01:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 02:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 03:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 04:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 05:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 06:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 07:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 08:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 09:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 10:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 11:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 12:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 13:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 14:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 15:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 16:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 17:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 18:00:00,14,,goes14_primary,1440,1.0,1.74433036904e-08,xrsb_1min_no_flare
train,2010-05-16 19:00:00,14,,goes14_primary,1440,1.0,1.67352087743e-08,xrsb_1min_no_flare
train,2010-05-16 20:00:00,14,,goes14_primary,1440,1.0,1.67352087743e-08,xrsb_1min_no_flare
train,2010-05-16 21:00:00,14,,goes14_primary,1440,1.0,1.67352087743e-08,xrsb_1min_no_flare
train,2010-05-16 22:00:00,14,,goes14_primary,1440,1.0,1.67352087743e-08,xrsb_1min_no_flare
train,2010-05-16 23:00:00,14,,goes14_primary,1440,1.0,1.78291763575e-08,xrsb_1min_no_flare
train,2010-05-17 00:00:00,14,,goes14_primary,1440,1.0,1.78291763575e-08,xrsb_1min_no_flare
train,2010-05-17 01:00:00,14,,goes14_primary,1440,1.0,1.9405426599e-08,xrsb_1min_no_flare
train,2010-05-17 02:00:00,14,,goes14_primary,1440,1.0,1.9405426599e-08,xrsb_1min_no_flare
train,2010-05-17 03:00:00,14,,goes14_primary,1440,1.0,1.9405426599e-08,xrsb_1min_no_flare
train,2010-05-17 04:00:00,14,,goes14_primary,1440,1.0,1.9405426599e-08,xrsb_1min_no_flare
train,2010-05-17 05:00:00,14,,goes14_primary,1440,1.0,1.9405426599e-08,xrsb_1min_no_flare
train,2010-05-17 06:00:00,14,,goes14_primary,1440,1.0,1.9405426599e-08,xrsb_1min_no_flare
train,2010-05-17 07:00:00,14,,goes14_primary,1440,1.0,1.9405426599e-08,xrsb_1min_no_flare
train,2010-05-17 08:00:00,14,,goes14_primary,1440,1.0,1.9405426599e-08,xrsb_1min_no_flare
train,2010-05-17 09:00:00,14,,goes14_primary,1440,1.0,1.94641067708e-08,xrsb_1min_no_flare
train,2010-05-17 10:00:00,14,,goes14_primary,1440,1.0,1.94641067708e-08,xrsb_1min_no_flare
train,2010-05-17 11:00:00,14,,goes14_primary,1440,1.0,1.94641067708e-08,xrsb_1min_no_flare
train,2010-05-17 12:00:00,14,,goes14_primary,1440,1.0,1.94641067708e-08,xrsb_1min_no_flare
train,2010-05-17 13:00:00,14,,goes14_primary,1440,1.0,1.94641067708e-08,xrsb_1min_no_flare
train,2010-05-17 14:00:00,14,,goes14_primary,1440,1.0,1.94641067708e-08,xrsb_1min_no_flare
train,2010-05-17 15:00:00,14,,goes14_primary,1440,1.0,1.94641067708e-08,xrsb_1min_no_flare
train,2010-05-17 16:00:00,14,,goes14_primary,1440,1.0,1.94641067708e-08,xrsb_1min_no_flare
train,2010-05-17 17:00:00,14,,goes14_primary,1440,1.0,1.94641067708e-08,xrsb_1min_no_flare
train,2010-05-17 18:00:00,14,,goes14_primary,1440,1.0,1.94641067708e-08,xrsb_1min_no_flare
train,2010-05-17 19:00:00,14,,goes14_primary,1440,1.0,1.94641067708e-08,xrsb_1min_no_flare
train,2010-05-17 20:00:00,14,,goes14_primary,1431,0.99375,1.94641067708e-08,xrsb_1min_no_flare
train,2010-05-17 21:00:00,14,,goes14_primary,1431,0.99375,1.94641067708e-08,xrsb_1min_no_flare
train,2010-05-17 22:00:00,14,,goes14_primary,1431,0.99375,1.94641067708e-08,xrsb_1min_no_flare
train,2010-05-17 23:00:00,14,,goes14_primary,1431,0.99375,1.94641067708e-08,xrsb_1min_no_flare
train,2010-05-18 00:00:00,14,,goes14_primary,1431,0.99375,1.94641067708e-08,xrsb_1min_no_flare
train,2010-05-18 01:00:00,14,,goes14_primary,1431,0.99375,1.94641067708e-08,xrsb_1min_no_flare
train,2010-05-18 02:00:00,14,,goes14_primary,1431,0.99375,1.94641067708e-08,xrsb_1min_no_flare
train,2010-05-18 03:00:00,14,,goes14_primary,1431,0.99375,2.09714787758e-08,xrsb_1min_no_flare
train,2010-05-18 04:00:00,14,,goes14_primary,1431,0.99375,2.09714787758e-08,xrsb_1min_no_flare
train,2010-05-18 05:00:00,14,,goes14_primary,1431,0.99375,2.09714787758e-08,xrsb_1min_no_flare
train,2010-05-18 06:00:00,14,,goes14_primary,1431,0.99375,2.09714787758e-08,xrsb_1min_no_flare
train,2010-05-18 07:00:00,14,,goes14_primary,1431,0.99375,2.12187742932e-08,xrsb_1min_no_flare
train,2010-05-18 08:00:00,14,,goes14_primary,1431,0.99375,2.12187742932e-08,xrsb_1min_no_flare
train,2010-05-18 09:00:00,14,,goes14_primary,1431,0.99375,2.12187742932e-08,xrsb_1min_no_flare
train,2010-05-18 10:00:00,14,,goes14_primary,1431,0.99375,2.12187742932e-08,xrsb_1min_no_flare
train,2010-05-18 11:00:00,14,,goes14_primary,1431,0.99375,2.12187742932e-08,xrsb_1min_no_flare
train,2010-05-18 12:00:00,14,,goes14_primary,1431,0.99375,2.12187742932e-08,xrsb_1min_no_flare
train,2010-05-18 13:00:00,14,,goes14_primary,1431,0.99375,2.12187742932e-08,xrsb_1min_no_flare
train,2010-05-18 14:00:00,14,,goes14_primary,1431,0.99375,2.12187742932e-08,xrsb_1min_no_flare
train,2010-05-18 15:00:00,14,,goes14_primary,1431,0.99375,2.12187742932e-08,xrsb_1min_no_flare
train,2010-05-18 16:00:00,14,,goes14_primary,1431,0.99375,2.12187742932e-08,xrsb_1min_no_flare
train,2010-05-18 17:00:00,14,,goes14_primary,1431,0.99375,2.12187742932e-08,xrsb_1min_no_flare
train,2010-05-18 18:00:00,14,,goes14_primary,1431,0.99375,2.12187742932e-08,xrsb_1min_no_flare
train,2010-05-18 19:00:00,14,,goes14_primary,1431,0.99375,2.12187742932e-08,xrsb_1min_no_flare
train,2010-05-18 20:00:00,14,,goes14_primary,1440,1.0,2.43623592411e-08,xrsb_1min_no_flare
train,2010-05-18 21:00:00,14,,goes14_primary,1431,0.99375,2.43623592411e-08,xrsb_1min_no_flare
train,2010-05-18 22:00:00,14,,goes14_primary,1431,0.99375,2.43623592411e-08,xrsb_1min_no_flare
train,2010-05-18 23:00:00,14,,goes14_primary,1431,0.99375,2.43623592411e-08,xrsb_1min_no_flare
train,2010-05-19 00:00:00,14,,goes14_primary,1431,0.99375,2.43623592411e-08,xrsb_1min_no_flare
train,2010-05-19 01:00:00,14,,goes14_primary,1431,0.99375,2.43623592411e-08,xrsb_1min_no_flare
train,2010-05-19 02:00:00,14,,goes14_primary,1431,0.99375,2.43623592411e-08,xrsb_1min_no_flare
train,2010-05-19 03:00:00,14,,goes14_primary,1431,0.99375,2.43623592411e-08,xrsb_1min_no_flare
train,2010-05-19 04:00:00,14,,goes14_primary,1431,0.99375,2.43623592411e-08,xrsb_1min_no_flare
train,2010-05-19 05:00:00,14,,goes14_primary,1431,0.99375,2.43623592411e-08,xrsb_1min_no_flare
train,2010-05-19 06:00:00,14,,goes14_primary,1431,0.99375,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-19 07:00:00,14,,goes14_primary,1431,0.99375,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-19 08:00:00,14,,goes14_primary,1431,0.99375,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-19 09:00:00,14,,goes14_primary,1431,0.99375,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-19 10:00:00,14,,goes14_primary,1431,0.99375,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-19 11:00:00,14,,goes14_primary,1431,0.99375,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-19 12:00:00,14,,goes14_primary,1431,0.99375,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-19 13:00:00,14,,goes14_primary,1431,0.99375,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-19 14:00:00,14,,goes14_primary,1431,0.99375,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-19 15:00:00,14,,goes14_primary,1431,0.99375,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-19 16:00:00,14,,goes14_primary,1431,0.99375,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-19 17:00:00,14,,goes14_primary,1431,0.99375,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-19 18:00:00,14,,goes14_primary,1428,0.9916666666666667,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-19 19:00:00,14,,goes14_primary,1428,0.9916666666666667,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-19 20:00:00,14,,goes14_primary,1428,0.9916666666666667,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-19 21:00:00,14,,goes14_primary,1437,0.9979166666666667,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-19 22:00:00,14,,goes14_primary,1437,0.9979166666666667,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-19 23:00:00,14,,goes14_primary,1437,0.9979166666666667,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-20 00:00:00,14,,goes14_primary,1437,0.9979166666666667,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-20 01:00:00,14,,goes14_primary,1437,0.9979166666666667,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-20 02:00:00,14,,goes14_primary,1437,0.9979166666666667,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-20 03:00:00,14,,goes14_primary,1437,0.9979166666666667,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-20 04:00:00,14,,goes14_primary,1437,0.9979166666666667,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-20 05:00:00,14,,goes14_primary,1437,0.9979166666666667,7.51166027158e-08,xrsb_1min_no_flare
train,2010-05-20 06:00:00,14,,goes14_primary,1437,0.9979166666666667,4.17023962029e-08,xrsb_1min_no_flare
train,2010-05-20 07:00:00,14,,goes14_primary,1437,0.9979166666666667,2.12523616483e-08,xrsb_1min_no_flare
train,2010-05-20 08:00:00,14,,goes14_primary,1437,0.9979166666666667,2.2887025608e-08,xrsb_1min_no_flare
train,2010-05-20 09:00:00,14,,goes14_primary,1437,0.9979166666666667,2.2887025608e-08,xrsb_1min_no_flare
train,2010-05-20 10:00:00,14,,goes14_primary,1437,0.9979166666666667,2.2887025608e-08,xrsb_1min_no_flare
train,2010-05-20 11:00:00,14,,goes14_primary,1437,0.9979166666666667,3.45811592695e-08,xrsb_1min_no_flare
train,2010-05-20 12:00:00,14,,goes14_primary,1437,0.9979166666666667,3.45811592695e-08,xrsb_1min_no_flare
train,2010-05-20 13:00:00,14,,goes14_primary,1422,0.9875,3.45811592695e-08,xrsb_1min_no_flare
train,2010-05-20 14:00:00,14,,goes14_primary,1368,0.95,4.06168396694e-08,xrsb_1min_no_flare
train,2010-05-20 15:00:00,14,,goes14_primary,1368,0.95,4.06168396694e-08,xrsb_1min_no_flare
train,2010-05-20 16:00:00,14,,goes14_primary,1368,0.95,4.06168396694e-08,xrsb_1min_no_flare
train,2010-05-20 17:00:00,14,,goes14_primary,1368,0.95,4.86979487846e-08,xrsb_1min_no_flare
train,2010-05-20 18:00:00,14,,goes14_primary,1371,0.9520833333333333,4.86979487846e-08,xrsb_1min_no_flare
train,2010-05-20 19:00:00,14,,goes14_primary,1371,0.9520833333333333,4.86979487846e-08,xrsb_1min_no_flare
train,2010-05-20 20:00:00,14,,goes14_primary,1371,0.9520833333333333,6.92402224445e-08,xrsb_1min_no_flare
train,2010-05-20 21:00:00,14,,goes14_primary,1371,0.9520833333333333,6.92402224445e-08,xrsb_1min_no_flare
train,2010-05-20 22:00:00,14,,goes14_primary,1371,0.9520833333333333,6.92402224445e-08,xrsb_1min_no_flare
train,2010-05-20 23:00:00,14,,goes14_primary,1371,0.9520833333333333,7.82350682016e-08,xrsb_1min_no_flare
train,2010-05-21 00:00:00,14,,goes14_primary,1371,0.9520833333333333,7.82350682016e-08,xrsb_1min_no_flare
train,2010-05-21 01:00:00,14,,goes14_primary,1371,0.9520833333333333,7.82350682016e-08,xrsb_1min_no_flare
train,2010-05-21 02:00:00,14,,goes14_primary,1371,0.9520833333333333,7.82350682016e-08,xrsb_1min_no_flare
train,2010-05-21 03:00:00,14,,goes14_primary,1371,0.9520833333333333,7.82350682016e-08,xrsb_1min_no_flare
train,2010-05-21 04:00:00,14,,goes14_primary,1371,0.9520833333333333,7.82350682016e-08,xrsb_1min_no_flare
train,2010-05-21 05:00:00,14,,goes14_primary,1371,0.9520833333333333,7.82350682016e-08,xrsb_1min_no_flare
train,2010-05-21 06:00:00,14,,goes14_primary,1371,0.9520833333333333,7.82350682016e-08,xrsb_1min_no_flare
train,2010-05-21 07:00:00,14,,goes14_primary,1371,0.9520833333333333,7.82350682016e-08,xrsb_1min_no_flare
train,2010-05-21 08:00:00,14,,goes14_primary,1371,0.9520833333333333,7.82350682016e-08,xrsb_1min_no_flare
train,2010-05-21 09:00:00,14,,goes14_primary,1371,0.9520833333333333,7.82350682016e-08,xrsb_1min_no_flare
train,2010-05-21 10:00:00,14,,goes14_primary,1371,0.9520833333333333,7.82350682016e-08,xrsb_1min_no_flare
train,2010-05-21 11:00:00,14,,goes14_primary,1371,0.9520833333333333,7.82350682016e-08,xrsb_1min_no_flare
train,2010-05-21 12:00:00,14,,goes14_primary,1371,0.9520833333333333,7.82350682016e-08,xrsb_1min_no_flare
train,2010-05-21 13:00:00,14,,goes14_primary,1386,0.9625,1.23276379327e-07,xrsb_1min_no_flare
train,2010-05-21 14:00:00,14,,goes14_primary,1440,1.0,1.23276379327e-07,xrsb_1min_no_flare
train,2010-05-21 15:00:00,14,,goes14_primary,1440,1.0,1.23276379327e-07,xrsb_1min_no_flare
train,2010-05-21 16:00:00,14,,goes14_primary,1440,1.0,1.23276379327e-07,xrsb_1min_no_flare
train,2010-05-21 17:00:00,14,,goes14_primary,1440,1.0,1.23276379327e-07,xrsb_1min_no_flare
train,2010-05-21 18:00:00,14,,goes14_primary,1440,1.0,1.23276379327e-07,xrsb_1min_no_flare
train,2010-05-21 19:00:00,14,,goes14_primary,1440,1.0,1.23276379327e-07,xrsb_1min_no_flare
train,2010-05-21 20:00:00,14,,goes14_primary,1440,1.0,1.23276379327e-07,xrsb_1min_no_flare
train,2010-05-21 21:00:00,14,,goes14_primary,1440,1.0,1.23276379327e-07,xrsb_1min_no_flare
train,2010-05-25 16:00:00,14,,goes14_primary,1432,0.9944444444444445,1.80384901682e-07,xrsb_1min_no_flare
train,2010-05-25 17:00:00,14,,goes14_primary,1432,0.9944444444444445,6.66542376848e-08,xrsb_1min_no_flare
train,2010-05-25 18:00:00,14,,goes14_primary,1432,0.9944444444444445,6.66542376848e-08,xrsb_1min_no_flare
train,2010-05-25 19:00:00,14,,goes14_primary,1432,0.9944444444444445,6.66542376848e-08,xrsb_1min_no_flare
train,2010-05-25 20:00:00,14,,goes14_primary,1440,1.0,6.66542376848e-08,xrsb_1min_no_flare
train,2010-05-25 21:00:00,14,,goes14_primary,1440,1.0,6.66542376848e-08,xrsb_1min_no_flare
train,2010-05-25 22:00:00,14,,goes14_primary,1440,1.0,6.66542376848e-08,xrsb_1min_no_flare
train,2010-05-25 23:00:00,14,,goes14_primary,1440,1.0,6.66542376848e-08,xrsb_1min_no_flare
train,2010-05-26 00:00:00,14,,goes14_primary,1440,1.0,6.66542376848e-08,xrsb_1min_no_flare
train,2010-05-26 01:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 02:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 03:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 04:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 05:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 06:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 07:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 08:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 09:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 10:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 11:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 12:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 13:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 14:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 15:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 16:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 17:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 18:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 19:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 20:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 21:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 22:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-26 23:00:00,14,,goes14_primary,1440,1.0,7.51591500148e-08,xrsb_1min_no_flare
train,2010-05-28 00:00:00,14,,goes14_primary,1440,1.0,8.66819007683e-08,xrsb_1min_no_flare
train,2010-05-28 01:00:00,14,,goes14_primary,1440,1.0,8.66819007683e-08,xrsb_1min_no_flare
train,2010-05-28 02:00:00,14,,goes14_primary,1440,1.0,8.66819007683e-08,xrsb_1min_no_flare
train,2010-05-28 03:00:00,14,,goes14_primary,1440,1.0,8.66819007683e-08,xrsb_1min_no_flare
train,2010-05-28 04:00:00,14,,goes14_primary,1440,1.0,8.66819007683e-08,xrsb_1min_no_flare
